,Unnamed: 0,id,created_at,username,location,following,followers,retweetcount,text,azure_polar,azure_class,blob_polar,blob_subj
14260,14260,1494430424445198343,2022-02-17 21:55:53+00:00,Marine1279,"West Palm Beach, FL",276,277,0,We are facing the Cuban Missile Crisis within this generation Will Russia invade Ukraine and risk a broader conflict or will cooler heads and diplomacy prevail UkraineConflict ukraine ukrainerussia UkraineCrisis,-1.0,negative,0.0,0.0
14261,14261,1494428998415400960,2022-02-17 21:50:13+00:00,AgriglobalM,"Miami, Fl",207,23,0,AGMnews A DRY SOUTH AMERICAN SOYBEAN CROP LOOKING TO IMPROVE WITH RAIN Check the full article at agriglobalmarket agriculturenews soybeanprices grainmarkets cornprices wheatprices DRYSOUTHAMERICAN SOYBEANMARKET UkraineRussia,0.38,neutral,0.09444444444444444,0.3833333333333333
14262,14262,1494426645087801353,2022-02-17 21:40:51+00:00,ancreatures,,329,111,2,hermola9 ScotlandDX yukinaritunoda Russia RussiaUkraineCrisis RussiaUkraine Ukraine UkraineCrisis ukrainerussia UkraineKonflikt OSINT USA Combat Sent going to work6414849AE01D5United States Air Force OF 38th RS55th WGHOMER49Boeing RC135U Combat Sent,-0.71,negative,0.0,0.0
14263,14263,1494424305421201413,2022-02-17 21:31:34+00:00,EliasKranidis,,0,3,5,Just like all countries did when Turkey invaded Cyprus in 1974Just like all countries are doing for the ongoing occupation of CyprusJust like all countries are doing for the continuous violations of the territorial integrity of EU member CyprusUkraineRussia CyprusTurkey,-0.45999999999999996,negative,0.0,0.0
14273,14273,1494419522392100865,2022-02-17 21:12:33+00:00,Steven54101202,,148,72,32,MuradGazdiev dmuthuk Received on WhatsAppAccording to Indian media Russia will attack Ukraine in 24 hoursRussian President Putin has requested Indian media to give more time to prepare UkraineInvasion IndianMedia UkraineCrisis ukrainerussia,-1.0,negative,0.5,0.5
14277,14277,1494416380577337344,2022-02-17 21:00:04+00:00,raan62,"National District, Dominican R",200,154,7,My cartoon for Fridays MetroUKNews MetroPicDesk StormEunice ukrainerussia,0.049999999999999996,neutral,0.0,0.0
14282,14282,1494410960571936771,2022-02-17 20:38:32+00:00,FuddMcdee,,7,4,1,FuddMcdee joins me to give us a history of the UkraineRussia conflict and what it means or not for us in the West Is this something we should be paying attention to UkraineCrisis RussiaUkraineCrisis ukrainerussia,-1.0,negative,0.0,0.0
14284,14284,1494409318422257664,2022-02-17 20:32:00+00:00,AsAboveS0Be10w,,382,111,0,Has anyone told him what happened to Poland because its military junta believed Nevil Chamberlain and refused to compromise with Germany over Danzigbojo Ukraine UkraineRussia UkraineConflict,-1.0,negative,-0.1,0.1
14288,14288,1494408533575704580,2022-02-17 20:28:53+00:00,Ourworld35,,152,159,0,SecBlinken NATO potusKremlinRussiaEukrainerussiaThe biggest danger for world peace is that the usaRussia will invade Ukraine says Usa It is doing everything to forcefully fight Russia and Ukraine He provokes two countriesOn the other hand he says if Russia attacks well respond,-0.97,negative,-0.125,0.375
14290,14290,1494407174310748171,2022-02-17 20:23:29+00:00,G_Voskopoulos,Grèce,256,1202,0,Ukraine Statement by the High Representative Josep BorrellF on the incidents in the nongovernment controlled areas of Luhansk regionEuropeanUnion UkraineConflict UkraineCrisis ukrainerussia,-0.92,negative,0.16,0.5399999999999999
14291,14291,1494405535541563404,2022-02-17 20:16:59+00:00,DejavuStacy,Oregon,3574,3262,0,Nobody should bend to Putins demands You cant just amass a large army and bully your way into someone elses country if you dont get your way Putin should be CRUSHED by sanctions and any other legal means immediately He should get nothing PutinsWar russia UkraineRussia,-1.0,negative,0.04732142857142857,0.27589285714285716
14298,14298,1494400516398452744,2022-02-17 19:57:02+00:00,Moky_1988,Italy,1803,1145,0,Please choise to put away the weaponschoise the dialogueUkraineRussia,-0.009999999999999995,neutral,0.0,0.0
14299,14299,1494400229507928079,2022-02-17 19:55:53+00:00,Flaseashellgrl,Seattle,834,233,0,Not interested in our own southern border though Lets put focus on the ukrainerussia conflict And if this is such an incredible concern for the USA why isnt Biden or JakeSullivan going Distractions,-0.98,negative,0.275,0.58
14300,14300,1494399857766932482,2022-02-17 19:54:25+00:00,SGrahamg5,"South East, England",52,170,0,The lamps are going out all over Europe we shall not see them lit again in our lifetime Sir Edward Grey 1914 mhmck olgatokariuk UkraineCrisis ukrainerussia,-0.97,negative,-0.05,0.1
14301,14301,1494398617071001600,2022-02-17 19:49:29+00:00,jai_bhavani_IND,Bharat ,4983,1239,3,The US govt has confirmed that there are more than 150000 Russian soldiers at the border with UKRAINE nowukrainerussia,-0.02,neutral,0.3,0.5
14307,14307,1494394497459003394,2022-02-17 19:33:07+00:00,Xaymont,,559,396,0,Do you believe that Russia has plans to invade UkraineUkraine RussiaInvadedUkraine UkraineConflict ukrainerussia Ukraina UkraineRussiaCrisis Putin Propaganda misinformation LetsGoBrandon nowarinukraine OurEternalHope NoWar lies Truth TruthSocial news Biden,-0.98,negative,-0.1,0.1
14308,14308,1494392336515805188,2022-02-17 19:24:32+00:00,TheDailyNeedle,,316,39,0,Canada just Sent The Ukrainian Neo Nazi National guard Azov detachment money for weapons and training cdnpoli onpoli TOpoli ottnews ottcity UkraineConflict ukrainerussia,-0.9,negative,0.0,0.0
14309,14309,1494391753511690241,2022-02-17 19:22:13+00:00,wehmschulte,,60,24,0,Who would believe notorious liars from Russia Remember Russian lies about MH17 Skripal Litvinenko Nawalny Chechnya Syria Crimea BerlinTiergartenmurder FromRussiajustlies ukrainerussia UkraineConflict Putin Lawrov Bellingcat russianlies,-1.0,negative,0.0,0.0
14310,14310,1494391189239443458,2022-02-17 19:19:58+00:00,NeoMagic_Corp,Silicon Valley #innovation ,4995,1977,1,There is NO war Ukraine crisis Putin says he does not want war in EuropeThe comments come as Russias military says some troops are withdrawing from the border near ukrainerussia BreakingNews news GoodNews BUENASNOTICIAS Noticiero informador,-0.09000000000000002,negative,0.0,0.25
14312,14312,1494389930088443909,2022-02-17 19:14:58+00:00,TalkEuropeTweet,,389,155,0,Ukraine Blinken asks Russia to withdraw and get back to diplomacy The world will remember that commitment or the refusal to make it Ukraine ukrainerussia Blinken UNSC Russia via TalkeuropeTweet,-0.13,neutral,0.0,0.0
14313,14313,1494389714413133836,2022-02-17 19:14:06+00:00,oneinatree,"Indianapolis, IN",1898,498,18,UkraineWar ukrainerussia A provocation campaign as expected Russian state media claims that Ukraine started fire Ukraine denies it Western media stop echoing Kremlin false narrative,-1.0,negative,-0.12500000000000003,0.25
14315,14315,1494389099599437840,2022-02-17 19:11:40+00:00,ZappRowsdowerr,,264,95,0,Thanks KennedyNation for giving a much deserved platform for scotthortonshow and the message of noninterventionism in the midst of the ukrainerussia mess,0.24,positive,0.07500000000000001,0.19166666666666665
14324,14324,1494385339296882698,2022-02-17 18:56:43+00:00,Ukraine_Infos,,66,129,0,Should NATO offer membership to UkraineVisit our independent website to have your sayUkraineCrisis Ukraine UkraineInvasion ukrainerussia RussiaUkraineCrisis RussiaUkraine via Univoxonline,-0.94,negative,0.0,0.125
14325,14325,1494384309758791683,2022-02-17 18:52:38+00:00,Univoxonline,U.K.,1940,217,0,Should NATO offer membership to UkraineVisit our independent website to have your sayUkraineCrisis Ukraine UkraineInvasion ukrainerussia RussiaUkraineCrisis RussiaUkraine,-0.93,negative,0.0,0.125
14329,14329,1494382585035644928,2022-02-17 18:45:47+00:00,ANewsTweeter,,40,241,3,BREAKING SEEMS LIKE EVERYONE IS HOLDING THEIR COLLECTIVE BREATH TONIGHT OVER EASTERN Ukraine Keep your on the Donbas Luhansk areas over next several hoursBreakingNews Donbass Russia Kyiv NATO Putin Biden ukrainerussia,-0.73,negative,0.0,0.0
14332,14332,1494381250307674116,2022-02-17 18:40:28+00:00,Eikea01,"Oldenburg, Germany",498,545,1,Andy Davey on Putin Ukraine UkraineInvasion UkraineConflict ukrainerussia Ukrainekrise UkraineWar political cartoon gallery in London FOLLOW TO SUPPORT torysleazeUK,-0.19,neutral,0.0,0.1
14333,14333,1494381075610705926,2022-02-17 18:39:47+00:00,Chris_m_x,,31,9,1,Does anyone know if Russia is trying to invade Ukraine in the Metaverse RussiaUkraineCrisis RussiaUkraine UkraineCrisis ukrainerussia FB META,-0.99,negative,0.0,0.0
14335,14335,1494380354161020936,2022-02-17 18:36:55+00:00,garylanecbn,Global,604,2355,0,My ThursdayThoughts Thursdaymotivations re tonight Harry Kaznianis CFTNI on ukrainerussia Stephen Broden amp Marc Little on leftists blacks amp race relations FreedomConvoyCanada fund freeze Give Send Gos Heather Wilson David vs GoliathCBNNews channel 830 ET,0.38999999999999996,neutral,-0.1875,0.5
14338,14338,1494378517735215104,2022-02-17 18:29:37+00:00,dbldown_11,,671,164,0,Annnnd the psychological 1900 level on gold gets pierced must be war talk ukrainerussia Buy Bitcoin its on sale,-1.0,negative,0.0,0.1
14339,14339,1494378378669215744,2022-02-17 18:29:04+00:00,alt_coiners,India,42,27,2,Ukraine legalises the cryptocurrencies For more details follow altcoiners Ignore the hashtags cryptocurrency bitcoin crypto blockchain btc ethereum ukrainerussia money trading bitcoinmining investment cryptotrading investing cryptonews UkraineConflict,-0.93,negative,0.5,0.5
14340,14340,1494377354780569600,2022-02-17 18:25:00+00:00,ShreeMukilanP,,235,75,0,Western skepticism about Russian military buildup Reuters reportsRussiaUkraineCrisis Russia RussiaUkraine Ukraine UkraineConflict ukrainerussia,-0.94,negative,-0.03333333333333333,0.03333333333333333
14349,14349,1494373385891102724,2022-02-17 18:09:13+00:00,allbon_jeff,France,59,33,5,Accreditation for MunSecConf in a beautiful church this year prayers diplomacy needed now Ukraine UkraineRussia,0.96,positive,0.85,1.0
14350,14350,1494373323614015499,2022-02-17 18:08:59+00:00,DILIPKUMAR9990," Muzaffarpur,  DELHI ,",538,2155,0,Ukraine ArmyA Day of Unity was held yesterday in Ukraine the day the Russians planned to invade Ukraine according to US intelligence ukrainerussia,-0.49,negative,0.0,0.0
14352,14352,1494371411409850378,2022-02-17 18:01:23+00:00,galencwatson,Sierra Nevada's,1532,1345,0,Putins Lie OutedTwo days ago Putin said a partial withdrawal of troops In fact there has been an increase of troops over the last 48 hours up to 7000Russia expelled the No 2 diplomat at the US Embassy in Moscowukrainerussia,-1.0,negative,-0.05,0.18333333333333332
14354,14354,1494371110720520192,2022-02-17 18:00:11+00:00,CoinWist,United Kingdom,64,76,0,Ukraine Moves a Step Forward And Legalize Cryptocurrency In The Country Ukraine Bitcoin BTC cryptocurrency CryptoNews ukrainerussia,-0.02,neutral,0.0,0.0
14355,14355,1494371088675004417,2022-02-17 18:00:06+00:00,JeffSonich,America.,1010,784,0,Nothing to see hereMove alongukrainerussia,-0.5900000000000001,negative,0.0,0.0
14357,14357,1494370724294926342,2022-02-17 17:58:39+00:00,MSovak,Anywhere the Journey Takes Me,4075,2348,0,BREAKING Ukraine UkraineCrisis UkraineRussiaCrisis ukrainerussia UkraineWar StockMarket ProRussian Forces Shell Ukrainian Kindergarten Full of Kids via YahooNews,-0.86,negative,0.35,0.55
14359,14359,1494370369062510600,2022-02-17 17:57:14+00:00,GoodCat_Ax,Lebanon,59,44,0,RAF Boeing RC135W Rivet Joint RRR7214 active over Ukraine monitoring Belarusian borderaviation avgeek avgeeks UkraineCrisis ukrainerussia UkraineRussiaCrisis UK Russia Belarus,-0.16,neutral,-0.13333333333333333,0.6
14360,14360,1494369933610078208,2022-02-17 17:55:30+00:00,timesofcryptoo,,0,0,0,JUST IN Biden to issue an executive order on regulating crypto next week Yahoo Finance UkraineConflict Ukraina ukrainerussia ukrainebitcoin,-0.87,negative,0.0,0.0
14361,14361,1494367932549193764,2022-02-17 17:47:33+00:00,TheGreatScot_,Texas,600,248,0,Let the 0daywar stay in the past ElijahSchaffer Timcast JackPosobiec SydneyLWatson Ukraine UkraineCrisis ukrainerussia,-0.92,negative,-0.25,0.25
14362,14362,1494367791037784072,2022-02-17 17:47:00+00:00,GoodCat_Ax,Lebanon,59,44,0,Oh Global Hawk why you hidingaviation avgeek avgeeks Ukraine UkraineCrisis ukrainerussia UkraineRussiaCrisis NATO Russia,-0.85,negative,0.0,0.0
14364,14364,1494367618010161157,2022-02-17 17:46:18+00:00,Magnolia_Mitch,"Sydney, New South Wales",2075,1710,0,Gold extended its advance toward 1900 an ounce after President JoeBiden warned that the probability of a Ukraine invasion is very high UkraineConflict Russia Futures ukrainerussia XAUUSD RussiaUkraine,-0.99,negative,0.20800000000000002,0.702
14370,14370,1494361781900357639,2022-02-17 17:23:07+00:00,TheUNPulse,New York City,3,167,1,Mexico Recognizes the Ukrainian crisis and Wishes for Peace Settlement they believe peace is an option UkraineCrisis ukrainerussia Russia UnitedNations,0.09999999999999999,neutral,0.0,0.0
14371,14371,1494360892158496774,2022-02-17 17:19:35+00:00,samehelbarqy,"London, England",1677,2792,0,Russias military buildup around Ukraine shows no signs of slowing down UK foreign secretary says uk UkraineRussiaCrisis ukrainerussia RussiaUkraine,-0.7,negative,-0.12685185185185185,0.1712962962962963
14372,14372,1494359840147312647,2022-02-17 17:15:24+00:00,ChicagoMyk,,168,14,0,At UN US warns Russia planning to invade Ukraine in coming daysUkraineRussia,-0.99,negative,0.0,0.0
14373,14373,1494359117116362753,2022-02-17 17:12:32+00:00,AcademicLounge,Grèce,332,1226,0,EuropeanUnion Ukraine trade relations 20072017UkraineCrisis ukrainerussia,-0.7,negative,0.0,0.0
14378,14378,1494356188514902017,2022-02-17 17:00:53+00:00,lanagregua,,2003,1503,1,Russia has asked secondmost senior US diplomat in Moscow Bart Gorman to leave the country Meanwhile the UK accused the Kremlin of looking for a pretext to invade Ukraine ukraine UkraineWillResist ukrainerussia,-0.8099999999999999,negative,0.0,0.0
14381,14381,1494355268590657555,2022-02-17 16:57:14+00:00,ShattyAmir,Uppal ,217,248,1,US President Joe Biden ordered Secretary of State Antony Blinken to change his travel plans at last minute to speak at a United Nations Security Council on Ukraineukrainerussia,0.53,positive,0.0,0.06666666666666667
14382,14382,1494355130543661058,2022-02-17 16:56:41+00:00,market801,,44,2154,0,investing looking at ukrainerussia is not for investors Fundamentals do not change overnight,-0.7,negative,0.0,0.0
14388,14388,1494353389589004289,2022-02-17 16:49:46+00:00,DukeOfAirdrop,,744,25768,0,Bitcoin whales and fishes pause accumulation as nervous markets awaited further US economic policy cues and battled geopolitical tensionsBitcoin cryptocurrencies inflation ukrainerussia,-0.81,negative,0.1,0.35
14389,14389,1494353151566413824,2022-02-17 16:48:49+00:00,Emprormohit,Mumbai,155,24,0,US governments costbenefit analysis to not to support Ukraine Why Biden knows war is imminent UkraineWar ukrainerussia UkraineWillResist UkraineKonflikt Russia RussiaUkraineCrisis RussiaInvadedUkraine Russian russiaukraine,-1.0,negative,0.0,0.0
14391,14391,1494352803325779979,2022-02-17 16:47:26+00:00,streamlinedbiz,Right here! ,265,309,2,Luckily no children were hurtkilled ukrainerussia,-0.89,negative,-0.16666666666666666,0.8333333333333334
14392,14392,1494352583116288000,2022-02-17 16:46:34+00:00,laughed_roark,,36,14,0,Ukraine crisis is so fake stop reporting on it for Gods sake ukrainerussia,-1.0,negative,-0.5,1.0
14394,14394,1494352042021687297,2022-02-17 16:44:25+00:00,darkien13,India,223,602,0,Why does US needs to poke its nose in every matter Take care of your country and people Let them resolve on their own Third party intrusion always make things worse RussiaUkraineCrisis US ukrainerussia RussiaUkraineConflict,-0.8999999999999999,negative,0.06666666666666665,0.5333333333333333
14397,14397,1494351381611827208,2022-02-17 16:41:47+00:00,UsefulKrypto,,290,22,0,BTC needs to hold 415k to keep the higher low thesis alive Will be interesting to see if the Ukraine conflit will hammer down this structure More updates comingBitcoin btc cryptocurrency bankrun crypto UkraineCrisis ukrainerussia UkraineWar,-0.95,negative,0.19907407407407407,0.4148148148148148
14398,14398,1494350001455222784,2022-02-17 16:36:18+00:00,Timagh41,usa,190,176,0,UkraineCrisis UkraineWar Ukrainian ukrainerussia UkraineKonflikt Thank you Aron Mate for the information our countries media loves to spin on the brainwashed,0.33999999999999997,neutral,0.0,0.0
